CNPJ|Nome|Ouvidor|WebSite|Telefone
02217068|COOPERATIVA DE CRÉDITO DOS CONTADORES, ADMINISTRADORES DE EMPRESAS, ECONOMISTAS E CORRETORES DE SEGUROS LTDA. - SICOOB CREDITABIL|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobcreditabil.com.br|08007250996
04670195|CREDSYSTEM INSTITUIÇÃO DE PAGAMENTO LTDA|LETICIA MORAIS BORRING VALDERRAMA||08007775297
02232383|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC|ANA CRISTINA KAMIMURA ANDRADE||08007250996
61533584|BANCO SOCIETE GENERALE BRASIL S.A.|IGOR CARNAUBA CAMELO|societegeneralebrasil.com.br/site/|08007709798
04223451|CREDILON SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR DA REGIÃO DE LONDRINA LTDA.|MIRELA FRANCABANDIERA JORGE|www.credilonscm.com.br|08000675757
82096447|CREDIBRF - COOPERATIVA DE CRÉDITO|ALANIA APARECIDA DOS SANTOS DE MEDEIROS|www.credibrf.com.br|08006441314
75770164|CONBR ADMINISTRADORA DE CONSÓRCIOS S.A.|ELIVANIA APARECIDA BARROS DOS SANTOS|www.rodobens.com.br|08007018606
17354911|COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A|RICARDO DE MELLO OLIVEIRA GASPARIAN|www.cotacao.com.br|08007220132
01736516|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED|ANA CRISTINA KAMIMURA ANDRADE||08007250996
37255049|SICOOB CREDIGOIÁS COOPERATIVA DE CRÉDITO LTDA.|ANA CRISTINA KAMIMURA ANDRADE||08007250996
09512539|COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ|JAQUELINE LEITE MOREIRA VERDI|www.credifoz.coop.br|08006441100
03502961|BANCO PSA FINANCE BRASIL S.A.|CAROLINA ALEXANDRA MAZMANIAN BONFIM|www.bancopsa.com.br|08007719090
17772370|VIP'S CORRETORA DE CÂMBIO LTDA.|FABIO GUIMARAES VIEIRA|www.vipscorretoradecambio.com.br|08007742006
28156057|BANESTES DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S/A|CLAUDIA MARIA CARVALHO LIMA||08007270030
11417016|SCANIA BANCO S.A.|FABIANA ONEDA DE GENARO|www.scaniabanco.com.br|08007717888
33886862|MASTER S/A CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS|DANIELLE REZENDE DA SILVA|www.maximacctvm.com.br|08002851200
33923798|BANCO MASTER S/A|DANIELLE REZENDE DA SILVA|www.bancomaster.com.br|08007291710
31746993|COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE ESTABELECIMENTOS HOSPITALARES DO SUL DO ESTADO DO ESPIRITO SANTO - SULCRED|IZABEL EGRANPHONTE VOLPATO||08005216017
01760242|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BELO HORIZONTE E CIDADES POLO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB NOSSACOOP|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobnossacoop.com.br|08007250996
43707203|TOYOTA ADMINISTRADORA DE CONSÓRCIOS DO BRASIL LTDA.|LARA NUNES SILVEIRA||08007725877
66402207|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobsaromcredi.com.br|08007250996
04181542|COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PITANGUI E REGIAO LTDA. - SICOOB CREDPIT|ANA CRISTINA KAMIMURA ANDRADE||08007250996
59274605|BANCO GM S.A.|ANA CELINA SILVA|www.chevroletsf.com.br|08007226022
49937055|GMAC ADMINISTRADORA DE CONSORCIOS LTDA|ANA CELINA SILVA|www.chevroletsf.com|08007226022
91108027|RANDON ADMINISTRADORA DE CONSÓRCIOS LTDA.|JENIFER DANIELE TESCH|www.randonconsorcios.com.br|08007030404
32983165|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO|MARCALINA HOENISCH AVILA|www.sicredi.com.br|08006462519
58160789|BANCO SAFRA S.A.|BEATRIZ DIAS SURANO|www.safra.com.br|08007701236
06271464|BANCO BRADESCO BBI S.A.|NAIRO JOSE MARTINELLI VIDAL JUNIOR|www.bradescobbi.com.br|08007279933
01701201|KIRTON BANK S.A. - BANCO MÚLTIPLO|NAIRO JOSE MARTINELLI VIDAL JUNIOR||08007279933
46518205|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|LUIZ HENRIQUE DO AMARAL CALDAS|www.jpmorganchase.com|08007700847
33479023|BANCO CITIBANK S.A.|GIZELTON GEGLIOTTI TEIXEIRA|www.citibank.com.br|08009702484
51597300|PRIMO ROSSI ADMINISTRADORA DE CONSÓRCIO LTDA.|SANDRA REGINA DE OLIVEIRA DUARTE|www.primorossiabc.com.br|08009408005
04452473|BMW FINANCEIRA S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO|MARCELA RODRIGUES|www.bmwfs.com.br|08007722369
05277312|COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA HORIZONTE - CRESOL HORIZONTE|LEONETTE ALVES NETTO|www.cresol.com.br|08006431981
25363615|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB COOPJUS LTDA.|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobcoopjus.com.br|08007250996
16501555|STONE INSTITUIÇÃO DE PAGAMENTO S.A.|ROSANE TERESA NEVES ALVES|www.stone.com.br|08009422174
02641032|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED PONTO CAPITAL - UNICRED PONTO CAPITAL.|PAULINE BECKEL OLIVEIRA|www.unicred-sma.com.br|08006489000
06044551|ADMINISTRADORA DE CONSORCIO NACIONAL GAZIN LTDA|SOLIANE JANAINA SANDRI|www.consorciogazin.com.br|08006449292
11970623|BANCO SENFF S.A.|TATIANE MARAFIGO DE OLIVEIRA||08007270270
31895683|BANCO INDUSTRIAL DO BRASIL S.A.|ANDRESSA DE SOUSA VECCHI MORAES|www.bancoindustrial.com.br|08007250074
01526924|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED HORIZONTES LTDA - UNICRED HORIZONTES|PAULINE BECKEL OLIVEIRA|www.unicred-ijui.com.br|08006489000
94433109|COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE|PAULINE BECKEL OLIVEIRA|www.unicred-rs.com.br|08009400602
02173447|COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO CENTRO NORDESTE MINEIRO LTDA - SICOOB CREDICENM|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobcredicenm.coop.br|08007250996
05158093|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO LESTE DA BACIA DO RIO DOCE LTDA   SICOOB CREDILESTE|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobcredileste.com.br|08007250996
94243839|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DO VALE DAS ANTAS LTDA. - UNICRED PIONEIRA|PAULINE BECKEL OLIVEIRA|www.unicred-rs.com.br|08006489000
46642294|COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAER - COOPEREMB|ANA CRISTINA KAMIMURA ANDRADE|www.cooperemb.com.br|08007250996
01635462|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DOS VALES DO TAQUARI E RIO PARDO E REGIÃO DA PRODUÇÃO LTDA. - UNICRED PREMIUM|PAULINE BECKEL OLIVEIRA|www.unicred.com.br/vtrpp|08006489000
28127603|BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO|CLAUDIA MARIA CARVALHO LIMA|www.banestes.com.br|08007270030
37442605|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE MATO-GROSSENSE E OESTE PARAENSE - SICREDI GRANDES RIOS MT/PA/AM|MARCALINA HOENISCH AVILA|www.sicredi.com.br|08006462519
03042597|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS|MARCALINA HOENISCH AVILA|www.sicredi.com.br|08006462519
90608712|COOPERATIVA DE CRÉDITO SICREDI SERRANA RS/ES|MARCALINA HOENISCH AVILA||08006462519
08030602|COOPERATIVA DE CRÉDITO MÚTUO DOS CORRETORES DE SEGUROS DO ESTADO DE SÃO PAULO - SICOOB CREDICOR/SP|ANA CRISTINA KAMIMURA ANDRADE||08007250996
91159764|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE LAJEADO - SICREDI INTEGRAÇÃO RS/MG|MARCALINA HOENISCH AVILA||08006462519
47074323|SICOOB CREDICONSUMO - COOPERATIVA DE CRÉDITO|ANA CRISTINA KAMIMURA ANDRADE||08007250996
33737818|COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DE MATO GROSSO DO SUL, GOIÁS, DISTRITO FEDERAL E TOCANTINS - CENTRAL SICREDI BRASIL CENTRAL|MARCALINA HOENISCH AVILA||08006462519
58022195|COPERCRED - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS ZILLO LORENZETTI|ANA CRISTINA KAMIMURA ANDRADE||08007250996
78840071|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO URUGUAI CATARINENSE - SICOOB CREDIAUC|ANA CRISTINA KAMIMURA ANDRADE||08007250996
78825270|COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO|ANA CRISTINA KAMIMURA ANDRADE|www.maxicredito.coop.br|08007250996
10736214|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO PLANALTO CENTRAL - SICREDI PLANALTO CENTRAL|MARCALINA HOENISCH AVILA||08006462519
95213211|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMINHO DAS ÁGUAS RS - SICREDI CAMINHO DAS ÁGUAS RS|MARCALINA HOENISCH AVILA||08006462519
78825023|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE|ANA CRISTINA KAMIMURA ANDRADE||08007250996
85291086|COOPERATIVA DE CRÉDITO LITORÂNEA|ANA CRISTINA KAMIMURA ANDRADE|www.credija.com.br|08007250996
85322204|GLOBO ADMINISTRADORA DE CONSÓRCIOS LTDA.|MAGELI MORALES PEREIRA||08006489090
03566655|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE - SICREDI CELEIRO CENTRO OESTE|MARCALINA HOENISCH AVILA||08006462519
03000142|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS POLICIAIS FEDERAIS DO RIO GRANDE DO SUL E SANTA CATARINA - SICREDI POL RS/SC|MARCALINA HOENISCH AVILA||08006462519
03750034|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS JUÍZES E CARREIRAS PÚBLICAS DO DIREITO DO ESTADO DO RIO GRANDE DO SUL - SICREDI AJURIS RS|MARCALINA HOENISCH AVILA||08006462519
78483310|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS|ANA CRISTINA KAMIMURA ANDRADE||08007250996
05856736|COOPERATIVA DE ECONOMIA E CRÉDITO DE LIVRE ADMISSÃO LTDA. - SICOOB EMPRESARIAL|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobempresarial.coop.br|08007250996
87733770|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CONEXÃO - SICREDI CONEXÃO|MARCALINA HOENISCH AVILA||08006462519
87733077|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ESSÊNCIA RS/ES - SICREDI ESSÊNCIA|MARCALINA HOENISCH AVILA||08006462519
91586982|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS|MARCALINA HOENISCH AVILA|www.sicredipioneira.com.br|08006462519
95594941|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG - SICREDI REGIÃO CENTRO RS/MG|MARCALINA HOENISCH AVILA||08006462519
87067757|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SERRA - SICREDI CENTRO SERRA RS|MARCALINA HOENISCH AVILA||08006462519
00416968|BANCO INTER S.A.|ANA LUCIA DIAS PEREIRA|www.bancointer.com.br|08009407772
74828799|NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO|SABRINA BRASIL|www.nbcbank.com.br|08007220373
90729369|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO REGIÕES DAS CULTURAS - SICREDI DAS CULTURAS RS/MG|MARCALINA HOENISCH AVILA||08006462519
08071414|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO - SICOOB COOPERAC|ANA CRISTINA KAMIMURA ANDRADE|www.cooperac.com.br|08007250996
02197569|COOPERATIVA DE CRÉDITO CREDSAOPAULO - SICOOB CREDSAOPAULO|ANA CRISTINA KAMIMURA ANDRADE|http://www.sicoobcredsaopaulo.coop.br/|08007250996
03793242|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DO ESTADO DE SANTA CATARINA - SICREDI SUL SC|MARCALINA HOENISCH AVILA||08006462519
04649337|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DFMIL LTDA. - SICOOB DFMIL|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobdfmil.coop.br|08007250996
90497256|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTERESTADOS - SICREDI INTERESTADOS RS/ES|MARCALINA HOENISCH AVILA||08006462519
53236808|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LIVRE ADMISSÃO DE ARARAQUARA E REGIÃO - SICOOB|ANA CRISTINA KAMIMURA ANDRADE|www.sicoob4434.coop.br|08007250996
89990501|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE IBIRAIARAS - SICREDI IBIRAIARAS RS/MG|MARCALINA HOENISCH AVILA||08006462519
02843443|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI NORTE SC|MARCALINA HOENISCH AVILA||08006462519
07070495|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO EMPREENDEDORES - SICREDI EMPREENDEDORES PR|MARCALINA HOENISCH AVILA||08006462519
30306294|BANCO BTG PACTUAL S.A.|MARILIA TEIXEIRA PRANDINI|www.btgpactual.com|08007220048
06910457|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTA CRUZ DAS PALMEIRAS E REGIÃO|ANA CRISTINA KAMIMURA ANDRADE|www.credicucar.com.br|08007250996
83836114|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DO PARÁ - SICOOB COOESA|ANA CRISTINA KAMIMURA ANDRADE|www.cooesa.coop.br|08007250996
81706616|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALOR SUSTENTÁVEL - SICREDI VALOR SUSTENTÁVEL PR/SP|MARCALINA HOENISCH AVILA||08006462519
04886317|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS INTEGRANTES DA MAGISTRATURA E DO MINISTÉRIO PÚBLICO NO ESTADO DO PARANÁ - SICREDI CREDJURIS|MARCALINA HOENISCH AVILA||08006462519
82527557|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP|MARCALINA HOENISCH AVILA|www.sicredi.com.br|08006462519
49204605|NOSSA TERRA COOPERATIVA DE CRÉDITO DOS EMPREGADOS DAS EMPRESAS DE AGRONEGÓCIO E AFINS|ANA CRISTINA KAMIMURA ANDRADE||08007250996
73113243|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ARARAQUARA E REGIÃO - SICREDI CENTRO NORTE SP|MARCALINA HOENISCH AVILA||08006462519
13009717|BANCO DO ESTADO DE SERGIPE S.A.|ANA PAULA LIMA VASCONCELOS GOIS|www.banese.com.br|08000219009
18140913|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CBMM LTDA.|KAREN KARINA DE ANDRADE||08000330529
02448839|COOPERATIVA DE CRÉDITO DE RIO RUFINO - SICOOB CREDIUNIÃO|ANA CRISTINA KAMIMURA ANDRADE||08007250996
02924977|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS PROFISSIONAIS MÉDICOS E DA SAÚDE DE CURITIBA E REGIÃO METROPOLITANA - SICREDI MEDICRED PR|MARCALINA HOENISCH AVILA||08006462519
81115149|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO GRANDES LAGOS DO PARANÁ E LITORAL PAULISTA - SICREDI GRANDES LAGOS PR/SP|MARCALINA HOENISCH AVILA||08006462519
81192106|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOSSA TERRA - SICREDI NOSSA TERRA PR/SP|MARCALINA HOENISCH AVILA||08006462519
81054686|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC|MARCALINA HOENISCH AVILA||08006462519
81099491|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP|MARCALINA HOENISCH AVILA||08006462519
81206039|COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO RIO PARANA - SICREDI RIO PARANA PR/SP|MARCALINA HOENISCH AVILA|www.sicredi.com.br|08006462519
80230774|COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ|MARCALINA HOENISCH AVILA||08006462519
03065046|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DO ESTADO DE SÃO PAULO - SICREDI NOROESTE SP|MARCALINA HOENISCH AVILA||08006462519
79063574|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE DO PARANÁ E SUL DE SÃO PAULO - SICREDI NORTE SUL PR/SP|MARCALINA HOENISCH AVILA||08006462519
79052122|COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO ALIANÇA - SICREDI ALIANÇA PR/SP|MARCALINA HOENISCH AVILA||08006462519
79086997|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PARANAPANEMA PR/SP - SICREDI PARANAPANEMA PR/SP|MARCALINA HOENISCH AVILA||08006462519
79457883|COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR/SP|MARCALINA HOENISCH AVILA||08006462519
06078926|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESCRIVÃES, NOTÁRIOS E REGISTRADORES NO ESTADO DO PARANÁ - SICREDI CREDENOREG PR|MARCALINA HOENISCH AVILA||08006462519
07206072|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOVOS HORIZONTES - SICREDI NOVOS HORIZONTES PR/SP|MARCALINA HOENISCH AVILA||08006462519
78907607|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SUL - SICREDI CENTRO SUL PR/SC/RJ|MARCALINA HOENISCH AVILA||08006462519
84974278|COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO IGUACU - SICREDI IGUACU PR/SC/SP|MARCALINA HOENISCH AVILA|www.sicredi.com.br|08006462519
60770336|BANCO ALFA DE INVESTIMENTO S.A.|OSMIR CONTRI|www.alfanet.com.br|08007220140
77984870|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARANÁ E NOROESTE PAULISTA - SICREDI PLANALTO DAS ÁGUAS PR/SP|MARCALINA HOENISCH AVILA||08006462519
57545436|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA NOVELIS|ANA CRISTINA KAMIMURA ANDRADE||08007250996
02318507|BANCO KEB HANA DO BRASIL S.A.|VANIA DE JESUS DOS SANTOS|www.bancokebhana.com.br|08007744333
78414067|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ|MARCALINA HOENISCH AVILA|www.sicredi.com.br|08006462519
03535065|COOPERATIVA DE CRÉDITO SICOOB CREDMETAL|ANA CRISTINA KAMIMURA ANDRADE|www.credmetal.com.br|08007250996
59869560|COOPERATIVA DE CREDITO NOSSO - SICOOB NOSSO|ANA CRISTINA KAMIMURA ANDRADE||08007250996
67915868|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA CIA. DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - CREDIPRODESP|ANA CRISTINA KAMIMURA ANDRADE||08007250996
24795049|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO|ANA CRISTINA KAMIMURA ANDRADE|www.credirural.coop.br|08007250996
00966246|COOPERATIVA DE CREDITO CREDICERIPA - SICOOB CREDICERIPA|ANA CRISTINA KAMIMURA ANDRADE|www.crediceripa.com.br|08007250996
72128440|COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO DO RIO DE JANEIRO - SICREDI RIO RJ|MARCALINA HOENISCH AVILA|www.sicredi.com.br|08006462519
04463602|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE PAULISTA|MARCALINA HOENISCH AVILA||08006462519
04853988|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BANDEIRANTES - SICREDI BANDEIRANTES SP|MARCALINA HOENISCH AVILA||08006462519
02674113|COOPERATIVA DE CRÉDITO DE SERVIDORES PÚBLICOS COOPERPLAN LTDA. - SICOOB COOPERPLAN|ANA CRISTINA KAMIMURA ANDRADE|www.cooperplan.com.br|08007250996
00952415|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDFAZ LTDA. - SICOOB CREDFAZ|ANA CRISTINA KAMIMURA ANDRADE|www.credfaz.org.br|08007250996
33615055|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ANÁPOLIS E REGIÃO LTDA|ANA CRISTINA KAMIMURA ANDRADE||08007250996
02588819|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA UNIÃO BRASILEIRA DE EDUCAÇÃO E ENSINO, UNIÃO NORTE BRASILEIRA DE EDUCAÇÃO E CULTURA & UNIÃO BRASILEIRA DE EDUCAÇÃO CATÓLICA LTDA - COOMAR|GABRIELLA FROMENT PEREIRA NICOLAU|www.coomar.coop.br|08007228811
08844074|COOPERATIVA DE CRÉDITO DE ITAPETININGA - SICOOB CRED-ACI|ANA CRISTINA KAMIMURA ANDRADE||08007250996
00694389|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS|ANA CRISTINA KAMIMURA ANDRADE||08007250996
19402130|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FUNDAÇÃO HOSPITALAR E EMPREGADOS DOS ESTABELECIMENTOS HOSPITALARES DE BELO HORIZONTE, REGIÃO METROPOLITANA E ZONA DA MATA LTDA.- SICOOB CECREF|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobcecref.coop.br*www.sicoob.com.br/web/sicoo|08007250996
82133182|COOPERATIVA DE CRÉDITO DO VALE EUROPEU - SICOOB EURO VALE|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobsc.com.br/eurovale|08007250996
92702067|BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.|BEATRIZ SANTOS PADILHA|www.banrisul.com.br|08006442200
92692979|BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS|BEATRIZ SANTOS PADILHA|www.banrisulconsorcios.com.br|08006442200
81016131|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO VINHO - SICOOB VALE DO VINHO|ANA CRISTINA KAMIMURA ANDRADE||08007250996
81014060|COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAIPU SICOOB CREDITAIPU|ANA CRISTINA KAMIMURA ANDRADE|www.creditaipu.coop.br|08007250996
81011686|COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE E SUL PARANAENSE - SICOOB CREDINORTE|ANA CRISTINA KAMIMURA ANDRADE|www.credinorte.com.br|(00) 07250996
80959612|COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobaltovale.coop.br|08007250996
01389651|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS|ANA CRISTINA KAMIMURA ANDRADE||(00) 07250996
02641969|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC|ANA CRISTINA KAMIMURA ANDRADE||08007250996
86829827|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE - SICOOB CREDIVALE/SC|ANA CRISTINA KAMIMURA ANDRADE||08007250996
03603683|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA SECRETARIA DE ESTADO DE FAZENDA DO DISTRITO FEDERAL - SICOOB CREDSEF|ANA CRISTINA KAMIMURA ANDRADE|www.credsef.com.br|08007250996
74244344|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DO GRUPO BASF|KARINA JORDAO ROCHA||08008005656
01692448|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO SERRANO - SICOOB CREDISERRA SC|ANA CRISTINA KAMIMURA ANDRADE||08007250996
53505681|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS METALÚRGICAS DE MATÃO - METALCOOPERCRED|ANA CRISTINA KAMIMURA ANDRADE|www.metalcoopercred.com.br|08007250996
53935029|COOPERATIVA DE CRÉDITO COOCRELIVRE|ANA CRISTINA KAMIMURA ANDRADE|www.coocrelivre.com.br|08007250996
00778858|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO DISTRITO FEDERAL LTDA. - COOSERVCRED|FABIANE COSTA JUSTEN|www.cooservcred.com.br|08006443321
